opp_id,account_id,close_date,stage,status,product_line,deal_size_eur,competitor,win_loss_reason_code,win_loss_notes
OPP_000201,ACC_NL_0134,2024-05-07,Closed Lost,lost,ESG Reporting,1328398,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000202,ACC_NL_0077,2022-06-11,Closed Won,won,ESG Reporting,3070489,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000203,ACC_FR_0031,2024-07-08,Proposal,,AIFM,4874741,Competitor B,,
OPP_000204,ACC_NL_0033,2022-03-29,Closed Won,won,AIFM,1496040,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000205,ACC_LU_0067,2023-10-17,Closed Lost,lost,Fund Admin,612743,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000206,ACC_IT_0142,2023-10-30,Closed Lost,lost,Middle Office,1379884,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000207,ACC_NL_0134,2024-05-09,Prospecting,,AIFM,264889,Competitor A,,
OPP_000208,ACC_NL_0028,2025-02-26,Closed Lost,lost,ESG Reporting,1326196,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000209,ACC_NL_0068,2024-02-24,Closed Won,won,ESG Reporting,735917,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000210,ACC_NL_0071,2024-04-05,Prospecting,,ESG Reporting,3563657,,,
OPP_000211,ACC_FR_0010,2024-03-21,Closed Lost,lost,Regulatory,394489,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000212,ACC_FR_0069,2024-02-02,Prospecting,,Depositary,500876,,,
OPP_000213,ACC_LU_0026,2023-04-12,Prospecting,,Regulatory,692510,Competitor C,,
OPP_000214,ACC_FR_0069,2026-02-01,Closed Won,won,AIFM,690489,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000215,ACC_LU_0125,2024-11-23,Closed Lost,lost,ESG Reporting,4061706,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000216,ACC_NL_0080,2025-12-24,Closed Won,won,ESG Reporting,4456996,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000217,ACC_IT_0045,2023-01-30,Closed Lost,lost,Fund Admin,411760,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000218,ACC_LU_0013,2024-01-09,Closed Lost,lost,Depositary,4205778,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000219,ACC_NL_0032,2025-10-27,Prospecting,,Depositary,2699540,,,
OPP_000220,ACC_LU_0046,2024-08-29,Closed Won,won,Depositary,287094,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000221,ACC_LU_0024,2023-08-07,Prospecting,,Fund Admin,286215,Competitor B,,
OPP_000222,ACC_LU_0057,2025-08-18,Proposal,,AIFM,1710876,,,
OPP_000223,ACC_FR_0132,2022-02-11,Closed Lost,lost,Middle Office,1371697,Competitor B,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000224,ACC_NL_0003,2023-04-04,Proposal,,Depositary,3707332,Competitor C,,
OPP_000225,ACC_NL_0109,2024-02-11,Closed Lost,lost,Depositary,1481940,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000226,ACC_NL_0134,2025-07-01,Closed Won,won,Fund Admin,791694,Competitor C,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000227,ACC_LU_0144,2025-08-18,Closed Won,won,Depositary,3579859,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000228,ACC_FR_0017,2023-11-20,Closed Lost,lost,Depositary,428663,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000229,ACC_LU_0049,2022-11-04,Closed Won,won,Fund Admin,4124434,,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000230,ACC_NL_0082,2025-10-26,Prospecting,,Fund Admin,3449302,Competitor C,,
OPP_000231,ACC_LU_0067,2024-05-07,Closed Won,won,ESG Reporting,1076699,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000232,ACC_NL_0088,2026-01-27,Closed Lost,lost,Regulatory,4032036,Competitor C,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000233,ACC_FR_0130,2023-09-07,Closed Lost,lost,AIFM,1822028,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000234,ACC_NL_0033,2026-02-26,Proposal,,ESG Reporting,1156231,Competitor B,,
OPP_000235,ACC_FR_0086,2025-09-02,Prospecting,,Depositary,1504975,Competitor C,,
OPP_000236,ACC_IT_0108,2023-11-10,Negotiation,,ESG Reporting,476374,Competitor A,,
OPP_000237,ACC_IT_0121,2022-04-20,Closed Lost,lost,ESG Reporting,1419236,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000238,ACC_IT_0121,2023-02-03,Closed Won,won,ESG Reporting,482615,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000239,ACC_LU_0039,2022-10-09,Closed Lost,lost,Middle Office,1481427,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000240,ACC_NL_0037,2023-10-10,Closed Lost,lost,Fund Admin,2694113,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000241,ACC_NL_0081,2025-07-23,Prospecting,,Middle Office,446615,Competitor B,,
OPP_000242,ACC_LU_0148,2022-11-21,Closed Won,won,AIFM,940995,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000243,ACC_FR_0104,2024-05-28,Closed Lost,lost,Fund Admin,669763,Competitor B,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000244,ACC_LU_0096,2022-01-29,Closed Lost,lost,AIFM,75978,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000245,ACC_IT_0064,2023-04-09,Closed Won,won,Depositary,236949,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000246,ACC_NL_0129,2025-04-20,Negotiation,,Fund Admin,4207297,Competitor C,,
OPP_000247,ACC_NL_0075,2024-07-22,Closed Lost,lost,ESG Reporting,539860,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000248,ACC_NL_0088,2024-09-30,Negotiation,,AIFM,1241975,,,
OPP_000249,ACC_IT_0005,2023-04-13,Proposal,,AIFM,1450356,Competitor A,,
OPP_000250,ACC_FR_0130,2022-12-13,Prospecting,,Regulatory,3427431,Competitor A,,
OPP_000251,ACC_NL_0097,2025-08-04,Proposal,,ESG Reporting,953545,Competitor A,,
OPP_000252,ACC_NL_0028,2025-08-31,Closed Lost,lost,Regulatory,217895,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000253,ACC_LU_0098,2022-09-11,Closed Won,won,Regulatory,272034,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000254,ACC_FR_0078,2024-05-11,Closed Won,won,Depositary,953056,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000255,ACC_IT_0108,2022-08-03,Closed Won,won,Fund Admin,459924,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000256,ACC_IT_0128,2023-02-11,Closed Won,won,ESG Reporting,4879038,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000257,ACC_LU_0105,2023-08-28,Proposal,,ESG Reporting,2733596,Competitor B,,
OPP_000258,ACC_FR_0124,2023-11-09,Proposal,,Fund Admin,1023868,Competitor A,,
OPP_000259,ACC_NL_0147,2025-10-02,Closed Won,won,ESG Reporting,837716,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000260,ACC_LU_0066,2025-08-12,Proposal,,Depositary,1688562,Competitor A,,
OPP_000261,ACC_LU_0026,2022-12-24,Closed Lost,lost,Depositary,1212314,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000262,ACC_FR_0110,2026-02-21,Prospecting,,Fund Admin,64024,Competitor B,,
OPP_000263,ACC_NL_0044,2023-11-05,Negotiation,,Middle Office,4797901,Competitor C,,
OPP_000264,ACC_LU_0024,2024-02-03,Closed Lost,lost,Fund Admin,631127,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000265,ACC_LU_0070,2024-02-29,Closed Won,won,Middle Office,3419809,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000266,ACC_NL_0029,2022-09-29,Closed Won,won,AIFM,200384,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000267,ACC_FR_0146,2025-10-21,Closed Won,won,Middle Office,4006239,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000268,ACC_FR_0034,2024-09-16,Closed Lost,lost,Middle Office,2483095,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000269,ACC_LU_0067,2025-09-03,Negotiation,,Regulatory,1309081,Competitor B,,
OPP_000270,ACC_LU_0087,2024-11-29,Closed Won,won,Fund Admin,677629,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000271,ACC_FR_0124,2023-12-10,Closed Won,won,AIFM,1266597,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000272,ACC_NL_0003,2025-08-10,Closed Lost,lost,Middle Office,4333420,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000273,ACC_FR_0020,2024-10-03,Negotiation,,Depositary,1456710,Competitor A,,
OPP_000274,ACC_FR_0130,2023-04-02,Closed Won,won,Middle Office,4176964,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000275,ACC_LU_0118,2024-06-28,Closed Lost,lost,Fund Admin,4354651,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000276,ACC_NL_0081,2022-09-01,Closed Lost,lost,Fund Admin,634987,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000277,ACC_NL_0143,2025-01-29,Prospecting,,Fund Admin,4063024,Competitor C,,
OPP_000278,ACC_IT_0131,2025-02-25,Proposal,,Regulatory,711501,Competitor C,,
OPP_000279,ACC_LU_0094,2022-04-22,Closed Lost,lost,Depositary,862218,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000280,ACC_LU_0094,2026-01-06,Closed Won,won,Regulatory,371533,Competitor C,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000281,ACC_IT_0091,2025-07-21,Closed Lost,lost,ESG Reporting,2848932,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000282,ACC_NL_0012,2022-12-03,Closed Won,won,Fund Admin,418719,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000283,ACC_LU_0049,2022-09-05,Closed Lost,lost,AIFM,2556707,Competitor B,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000284,ACC_LU_0087,2022-08-09,Closed Lost,lost,Regulatory,1264326,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000285,ACC_NL_0116,2024-07-25,Closed Won,won,AIFM,1447589,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000286,ACC_NL_0136,2026-02-16,Prospecting,,Middle Office,1266283,,,
OPP_000287,ACC_IT_0131,2022-12-29,Closed Won,won,Regulatory,1232104,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000288,ACC_IT_0100,2025-09-08,Closed Won,won,ESG Reporting,1328016,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000289,ACC_IT_0064,2023-07-15,Closed Won,won,Depositary,706626,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000290,ACC_LU_0036,2024-04-25,Closed Won,won,Depositary,1272457,Competitor C,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000291,ACC_IT_0142,2025-07-19,Proposal,,AIFM,955043,Competitor C,,
OPP_000292,ACC_LU_0089,2025-10-09,Prospecting,,Regulatory,992625,Competitor B,,
OPP_000293,ACC_NL_0129,2025-01-16,Closed Won,won,Regulatory,1019323,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000294,ACC_LU_0144,2024-09-10,Closed Won,won,Regulatory,3865409,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000295,ACC_NL_0109,2022-01-27,Closed Won,won,Middle Office,1153970,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000296,ACC_FR_0052,2023-07-01,Closed Lost,lost,Depositary,1040915,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000297,ACC_NL_0016,2025-11-15,Closed Lost,lost,ESG Reporting,645378,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000298,ACC_NL_0027,2025-06-15,Closed Lost,lost,AIFM,3840857,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000299,ACC_NL_0061,2024-11-12,Closed Lost,lost,Regulatory,3490221,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000300,ACC_IT_0100,2024-05-03,Closed Lost,lost,ESG Reporting,128013,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000301,ACC_FR_0052,2025-06-24,Closed Lost,lost,AIFM,1371655,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000302,ACC_IT_0140,2026-02-21,Closed Won,won,Depositary,700781,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000303,ACC_IT_0048,2022-12-22,Closed Lost,lost,Middle Office,682854,Competitor C,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000304,ACC_NL_0143,2023-06-26,Prospecting,,ESG Reporting,4307063,Competitor A,,
OPP_000305,ACC_LU_0085,2024-08-13,Closed Lost,lost,Fund Admin,272869,Competitor C,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000306,ACC_FR_0014,2025-07-04,Closed Won,won,Middle Office,4054586,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000307,ACC_FR_0019,2025-12-20,Negotiation,,AIFM,4806444,Competitor A,,
OPP_000308,ACC_FR_0130,2022-11-23,Closed Won,won,Middle Office,913754,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000309,ACC_LU_0055,2025-09-20,Negotiation,,Depositary,1821084,,,
OPP_000310,ACC_LU_0144,2025-08-22,Prospecting,,Regulatory,2057032,Competitor B,,
OPP_000311,ACC_IT_0063,2022-03-23,Closed Won,won,Middle Office,1378102,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000312,ACC_IT_0099,2023-06-10,Closed Won,won,Fund Admin,1371437,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000313,ACC_FR_0132,2024-11-07,Closed Won,won,Depositary,1352508,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000314,ACC_LU_0083,2024-11-18,Prospecting,,Fund Admin,1253276,Competitor A,,
OPP_000315,ACC_FR_0017,2023-03-08,Closed Won,won,Regulatory,665103,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000316,ACC_FR_0053,2025-01-06,Closed Lost,lost,Regulatory,4175394,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000317,ACC_IT_0040,2022-02-18,Closed Won,won,Fund Admin,176905,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000318,ACC_LU_0046,2023-05-31,Closed Won,won,AIFM,1370930,,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000319,ACC_IT_0100,2024-07-12,Closed Won,won,Depositary,74491,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000320,ACC_LU_0137,2022-01-13,Closed Won,won,Fund Admin,1146142,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000321,ACC_FR_0019,2024-01-03,Closed Lost,lost,Depositary,4041013,Competitor C,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000322,ACC_NL_0023,2023-07-31,Closed Lost,lost,Middle Office,622914,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000323,ACC_FR_0122,2022-11-17,Closed Won,won,Regulatory,616939,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000324,ACC_NL_0037,2023-09-03,Closed Won,won,Fund Admin,2990858,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000325,ACC_NL_0032,2022-03-27,Prospecting,,ESG Reporting,2273367,Competitor A,,
OPP_000326,ACC_LU_0079,2023-03-07,Closed Lost,lost,AIFM,648349,Competitor B,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000327,ACC_LU_0042,2023-01-12,Proposal,,Depositary,1374467,Competitor B,,
OPP_000328,ACC_FR_0146,2022-04-22,Closed Lost,lost,Middle Office,3401035,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000329,ACC_NL_0075,2025-10-07,Prospecting,,Fund Admin,336255,,,
OPP_000330,ACC_LU_0085,2024-01-02,Prospecting,,Regulatory,390072,Competitor C,,
OPP_000331,ACC_LU_0018,2023-02-01,Negotiation,,Middle Office,1977557,Competitor C,,
OPP_000332,ACC_LU_0150,2022-11-09,Closed Won,won,Depositary,4813965,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000333,ACC_FR_0002,2023-10-04,Proposal,,AIFM,3704896,,,
OPP_000334,ACC_NL_0071,2024-01-07,Prospecting,,Regulatory,1992033,,,
OPP_000335,ACC_IT_0119,2024-07-01,Negotiation,,Depositary,756108,Competitor A,,
OPP_000336,ACC_IT_0045,2025-08-15,Closed Won,won,AIFM,1342380,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000337,ACC_NL_0068,2026-02-11,Closed Lost,lost,Regulatory,159329,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000338,ACC_FR_0130,2025-07-17,Prospecting,,ESG Reporting,3105053,Competitor B,,
OPP_000339,ACC_FR_0010,2025-02-03,Proposal,,ESG Reporting,734550,Competitor B,,
OPP_000340,ACC_LU_0094,2024-03-14,Proposal,,ESG Reporting,1113178,Competitor C,,
OPP_000341,ACC_LU_0035,2024-08-09,Closed Won,won,Middle Office,577605,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000342,ACC_IT_0062,2025-06-11,Closed Won,won,AIFM,2507991,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000343,ACC_NL_0145,2025-03-04,Closed Won,won,Regulatory,1111406,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000344,ACC_LU_0011,2023-03-25,Closed Lost,lost,Fund Admin,433317,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000345,ACC_LU_0011,2025-10-01,Proposal,,Depositary,612735,,,
OPP_000346,ACC_NL_0012,2022-03-23,Closed Lost,lost,Fund Admin,1070417,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000347,ACC_NL_0068,2025-03-31,Closed Won,won,Middle Office,997829,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000348,ACC_FR_0020,2024-11-24,Proposal,,AIFM,798739,Competitor C,,
OPP_000349,ACC_LU_0089,2024-09-24,Closed Lost,lost,Fund Admin,777663,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000350,ACC_IT_0113,2022-12-06,Proposal,,ESG Reporting,983041,Competitor B,,
OPP_000351,ACC_LU_0039,2023-01-18,Proposal,,ESG Reporting,1090088,Competitor A,,
OPP_000352,ACC_FR_0059,2024-04-29,Closed Lost,lost,Middle Office,3538532,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000353,ACC_IT_0054,2025-04-24,Proposal,,Middle Office,601007,Competitor A,,
OPP_000354,ACC_NL_0033,2025-03-20,Closed Won,won,Regulatory,793332,Competitor B,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000355,ACC_LU_0015,2022-12-07,Proposal,,AIFM,2824883,,,
OPP_000356,ACC_NL_0145,2025-07-29,Prospecting,,Regulatory,1105562,Competitor C,,
OPP_000357,ACC_NL_0022,2023-03-20,Closed Won,won,Middle Office,1267550,,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000358,ACC_NL_0037,2025-04-08,Closed Lost,lost,ESG Reporting,3468419,Competitor C,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000359,ACC_FR_0043,2026-01-23,Closed Won,won,ESG Reporting,3157681,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000360,ACC_NL_0097,2024-02-29,Prospecting,,Fund Admin,343405,,,
OPP_000361,ACC_LU_0039,2025-05-25,Prospecting,,Middle Office,1357331,Competitor A,,
OPP_000362,ACC_LU_0137,2024-10-27,Closed Lost,lost,Middle Office,1006119,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000363,ACC_NL_0111,2024-12-05,Closed Won,won,Regulatory,818233,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000364,ACC_FR_0124,2024-02-20,Negotiation,,Regulatory,1366395,Competitor A,,
OPP_000365,ACC_NL_0109,2022-10-02,Proposal,,AIFM,4595384,Competitor A,,
OPP_000366,ACC_NL_0073,2025-05-10,Closed Lost,lost,Depositary,1350594,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000367,ACC_LU_0148,2024-12-06,Prospecting,,Fund Admin,593793,Competitor B,,
OPP_000368,ACC_NL_0081,2024-04-17,Negotiation,,AIFM,667803,Competitor C,,
OPP_000369,ACC_LU_0067,2025-01-02,Closed Won,won,ESG Reporting,449562,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000370,ACC_FR_0053,2024-04-26,Closed Won,won,Middle Office,1304238,,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000371,ACC_LU_0065,2023-09-21,Closed Won,won,Regulatory,250199,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000372,ACC_FR_0059,2024-07-03,Closed Lost,lost,Fund Admin,1465061,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000373,ACC_LU_0087,2025-02-01,Closed Won,won,AIFM,614200,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000374,ACC_LU_0024,2022-10-25,Closed Won,won,Middle Office,177803,Competitor C,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000375,ACC_LU_0057,2024-01-30,Prospecting,,Fund Admin,3760226,,,
OPP_000376,ACC_NL_0134,2023-08-10,Closed Lost,lost,Fund Admin,1421287,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000377,ACC_NL_0127,2024-06-18,Prospecting,,Regulatory,4688413,Competitor C,,
OPP_000378,ACC_NL_0050,2022-03-10,Closed Lost,lost,ESG Reporting,1062752,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000379,ACC_FR_0010,2024-01-07,Proposal,,Fund Admin,1464686,Competitor A,,
OPP_000380,ACC_NL_0071,2024-03-29,Negotiation,,Middle Office,2324529,Competitor B,,
OPP_000381,ACC_IT_0133,2022-02-01,Closed Lost,lost,Fund Admin,2973166,Competitor C,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000382,ACC_LU_0089,2023-07-21,Proposal,,AIFM,709400,,,
OPP_000383,ACC_LU_0148,2022-01-10,Proposal,,Middle Office,784045,Competitor A,,
OPP_000384,ACC_NL_0129,2023-08-26,Negotiation,,Fund Admin,4113240,Competitor C,,
OPP_000385,ACC_FR_0138,2025-03-23,Proposal,,Middle Office,4847249,,,
OPP_000386,ACC_IT_0063,2023-11-27,Closed Lost,lost,Regulatory,718044,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000387,ACC_FR_0124,2022-08-27,Proposal,,Middle Office,968809,Competitor B,,
OPP_000388,ACC_FR_0059,2023-10-09,Closed Won,won,ESG Reporting,2910433,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000389,ACC_IT_0064,2023-08-12,Prospecting,,Regulatory,1135742,Competitor C,,
OPP_000390,ACC_FR_0020,2025-02-09,Closed Lost,lost,Depositary,562629,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000391,ACC_IT_0047,2025-10-31,Closed Lost,lost,Middle Office,1118812,Competitor B,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000392,ACC_IT_0062,2023-06-28,Proposal,,AIFM,4257232,Competitor C,,
OPP_000393,ACC_IT_0040,2022-08-07,Prospecting,,Fund Admin,1029927,,,
OPP_000394,ACC_FR_0002,2025-01-13,Closed Lost,lost,Depositary,3293003,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000395,ACC_LU_0148,2023-07-17,Closed Won,won,Depositary,626925,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000396,ACC_FR_0014,2024-12-12,Closed Lost,lost,ESG Reporting,646531,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000397,ACC_FR_0101,2025-11-06,Closed Lost,lost,Fund Admin,3642100,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000398,ACC_NL_0081,2025-11-12,Prospecting,,Regulatory,355590,Competitor A,,
OPP_000399,ACC_FR_0084,2024-01-11,Closed Won,won,AIFM,2968535,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
